iterations;min;mean;max
1;0.177534818649292;0.18435366153717042;0.19564032554626465
21;3.116772413253784;3.2117525577545165;3.2748515605926514
41;5.971390247344971;6.488745307922363;6.743560075759888
61;8.900317430496216;9.144103860855102;9.388660907745361
81;11.976549863815308;12.294631028175354;13.143230438232422
101;14.942552089691162;15.649552249908448;18.2760808467865
121;18.496838092803955;19.606883645057678;20.1553795337677
141;21.416335105895996;21.99844241142273;22.343525886535645
161;24.350035429000854;24.962877893447875;25.794832229614258
181;27.484700202941895;27.59406590461731;27.698548555374146
201;30.59699058532715;31.293781137466432;32.42275428771973
221;33.76638174057007;34.247339487075806;35.297168016433716
241;36.91904067993164;37.481474542617796;38.15397310256958
261;40.03364562988281;41.61491861343384;43.85000991821289
281;43.21013617515564;44.466739082336424;47.80124878883362
301;45.68984651565552;47.62986099720001;48.794628620147705
321;48.87883734703064;49.676133608818056;50.71355628967285
341;50.57954025268555;51.75160901546478;52.820656538009644
361;54.23832964897156;55.089973378181455;56.267141342163086
381;57.90336561203003;58.752526903152464;59.79536485671997
401;59.68518590927124;61.02631886005402;63.11617636680603
