iterations;min;mean;max
1;0.0;0.001;0.006666666666666667
21;0.0;0.0023333333333333335;0.006666666666666667
41;0.0;0.001;0.0033333333333333335
61;0.0;0.002666666666666667;0.006666666666666667
81;0.0;0.0023333333333333335;0.006666666666666667
101;0.0;0.0016666666666666666;0.006666666666666667
121;0.0;0.003333333333333333;0.01
141;0.0;0.0023333333333333335;0.01
161;0.0;0.002;0.0033333333333333335
181;0.0;0.0013333333333333335;0.006666666666666667
201;0.0;0.0036666666666666666;0.006666666666666667
221;0.0;0.0013333333333333335;0.0033333333333333335
241;0.0;0.0016666666666666666;0.006666666666666667
261;0.0;0.001;0.006666666666666667
281;0.0;0.003333333333333333;0.01
301;0.0;0.0016666666666666666;0.0033333333333333335
321;0.0;0.002;0.006666666666666667
341;0.0;0.002666666666666667;0.006666666666666667
361;0.0;0.0016666666666666666;0.006666666666666667
381;0.0;0.0016666666666666666;0.006666666666666667
401;0.0;0.001;0.006666666666666667
