iterations;min;mean;max
1;0.48735987632725813;0.5065673115696229;0.5400530971218361
11;0.4924832895772445;0.5019910948803096;0.5170634711376727
21;0.49406939361048857;0.501139125805817;0.5086640732649143
31;0.4888880182957183;0.5003812408990623;0.5122686690110385
41;0.4879177197208068;0.49867732580584223;0.5113387059017381
51;0.48512454478806133;0.495561873243825;0.5030227062315888
61;0.4898852047974286;0.49806627582036833;0.5084999430866921
71;0.483635448852023;0.49604644378372537;0.5077914316319266
81;0.4891044547315834;0.4964588558489392;0.5059968307404716
91;0.4813170889292374;0.4959910651539186;0.5074357513979135
101;0.4825410789608037;0.49247133573098295;0.5023066718643203
111;0.48550662453723514;0.4955225169284977;0.5047529001309701
121;0.4829861770758618;0.4945863413645079;0.5041391847622596
131;0.48602877111375625;0.4936724774820898;0.5060218374144856
141;0.48082051176095064;0.4933868429846123;0.5042604459913084
151;0.4831565346282777;0.49253127110535333;0.5021553598934969
161;0.4810754154435499;0.4922799406967484;0.5041894516931428
171;0.48061611915416247;0.4924977448219862;0.5034950361104883
181;0.4864911866780983;0.49394299336060143;0.5038111130943601
191;0.4727808351712103;0.4902085733063709;0.5037517959141267
201;0.48213556369552235;0.4915210737852546;0.5128717980287097
211;0.48220808812812477;0.48879423711694797;0.4969584709603366
221;0.47620486805996737;0.48783805988170287;0.49611207511135424
231;0.4789459905471706;0.48759813777046795;0.4949548367844123
241;0.4789824577610802;0.48949470795228034;0.49574030194786856
251;0.48110984400918577;0.48821944368265874;0.4951044384255282
261;0.47949903893918944;0.4902156989061803;0.4975759151270779
271;0.4770204213178011;0.4885682871857327;0.5054127860851705
281;0.4777320336837336;0.4885695531602797;0.4986444185044058
291;0.4785357636053679;0.48764656897450953;0.49801068204466004
301;0.47675157212440916;0.4889302402166359;0.5046631021284795
