iterations;min;mean;max
1;1444.8935124240816;1475.4562177797443;1506.0189231354068
1001;1435.2047500610352;1435.4704356193542;1435.7361211776733
2001;1423.8161163330078;1478.5495986938477;1533.2830810546875
