iterations;min;mean;max
1;0.011111111111111112;0.053888888888888896;0.13333333333333333
11;0.03333333333333333;0.07055555555555557;0.1111111111111111
21;0.022222222222222223;0.056666666666666664;0.1
31;0.011111111111111112;0.05500000000000001;0.1
41;0.022222222222222223;0.05499999999999999;0.1
51;0.011111111111111112;0.05388888888888889;0.1
61;0.022222222222222223;0.06333333333333332;0.12222222222222222
71;0.022222222222222223;0.06333333333333334;0.12222222222222222
81;0.03333333333333333;0.06166666666666666;0.12222222222222222
91;0.011111111111111112;0.06388888888888888;0.13333333333333333
101;0.022222222222222223;0.06222222222222222;0.1
111;0.022222222222222223;0.056666666666666664;0.1
121;0.011111111111111112;0.05888888888888889;0.13333333333333333
131;0.03333333333333333;0.06166666666666667;0.1111111111111111
141;0.022222222222222223;0.05499999999999999;0.1
151;0.0;0.06;0.13333333333333333
161;0.011111111111111112;0.049999999999999996;0.07777777777777778
171;0.0;0.053888888888888875;0.1111111111111111
181;0.011111111111111112;0.05111111111111111;0.1111111111111111
191;0.022222222222222223;0.06722222222222222;0.12222222222222222
201;0.0;0.05388888888888889;0.1
211;0.011111111111111112;0.04499999999999999;0.12222222222222222
221;0.0;0.04222222222222221;0.07777777777777778
231;0.011111111111111112;0.048333333333333325;0.1
241;0.011111111111111112;0.05555555555555556;0.1
251;0.022222222222222223;0.05499999999999999;0.1111111111111111
261;0.0;0.05277777777777777;0.1111111111111111
271;0.022222222222222223;0.05333333333333333;0.1
281;0.0;0.05;0.08888888888888889
291;0.011111111111111112;0.052222222222222225;0.08888888888888889
301;0.022222222222222223;0.06777777777777778;0.12222222222222222
