iterations;min;mean;max
1;0.49966256859791036;0.521098051991647;0.5407995182920683
11;0.5057036469629399;0.5149337740768231;0.5292395626285262
21;0.5070505311206315;0.5174200116574321;0.5254515651827474
31;0.5091920437056693;0.5160010036408189;0.5263620652470106
41;0.5076224081214583;0.5139442395081799;0.5222095890578695
51;0.5090866007726262;0.5164293214148137;0.5240535450938634
61;0.5027821945718157;0.5168031694837034;0.5265591948505609
71;0.5054769320608742;0.5151019777910821;0.5256471118824465
81;0.5111175853866154;0.5172987218124353;0.5233347383703377
91;0.5100992599980867;0.5164242851168306;0.5309349302006043
101;0.506259051003528;0.5161275747579263;0.5237542698419373
111;0.5077196437491032;0.5159762274394893;0.5258162512783595
121;0.5070176606738696;0.5166453343653543;0.5226155481370693
131;0.5060962998925145;0.5164146167936221;0.5263743397225017
141;0.5096878197907351;0.5176032058068875;0.5244757737656196
151;0.5123330205247155;0.5169780940197797;0.524760830001975
161;0.5083910773742468;0.5166271009711427;0.5259393273074633
171;0.5089315012496877;0.5161908796490506;0.5228206028827863
181;0.5079823685646696;0.5162752761145883;0.5211681983992313
191;0.5102267414111877;0.5164582122135977;0.5244035739273332
201;0.5115497343204847;0.5173212133803768;0.5247638762781445
211;0.5106819705591679;0.5163846536219652;0.5276587659588147
221;0.512737679038269;0.5186934833905718;0.5301443717052943
231;0.5111588685452529;0.5182983782277573;0.5257343491418218
241;0.5081700701548196;0.5157879508142658;0.5223767151568329
251;0.5075230851761743;0.5165564766595385;0.5227700394541056
261;0.5064512995181522;0.5163990218511959;0.5211430027796198
271;0.5087205554263088;0.5164719747161177;0.5234648162322775
281;0.5101343549093291;0.5163109022061197;0.5241361700908451
291;0.5118898193177447;0.5169186392445331;0.5252289276452868
301;0.5080713265970911;0.5146302209212487;0.5232992325410064
