iterations;min;mean;max
100;568.8;587.8950000000001;601.3
200;551.7;578.97;616.65
300;551.75;574.2549999999999;593.65
400;544.75;560.255;577.7
500;535.4;560.0849999999999;580.35
600;534.25;548.525;564.8
700;530.65;544.88;566.5
800;520.05;542.775;568.65
900;523.55;540.2499999999999;565.4
1000;517.75;537.04;579.65
